radar_id,interval_start_time,altitude_band,number_of_measurements,avg_u_speed,avg_v_speed,avg_bird_density
KTYX,2010-10-04 06:20:00+00,2,14,0,0,0
KBUF,2010-10-04 06:40:00+00,1,14,-4.34101,-2.03372,6.94648
KBUF,2010-10-04 06:40:00+00,2,14,0,0,0
KCCX,2010-10-04 06:40:00+00,1,14,-4.38436,-3.08104,2.05569
KCCX,2010-10-04 06:40:00+00,2,14,-0.83709,-6.51586,2.80849
KDOX,2010-10-04 06:40:00+00,1,14,0,0,0
KDOX,2010-10-04 06:40:00+00,2,14,0,0,0
KLWX,2010-10-04 06:40:00+00,1,14,1.65164,-5.36557,10.75459
KLWX,2010-10-04 06:40:00+00,2,14,-1.73808,-1.46330,3.55167
KCBW,2010-10-04 07:00:00+00,1,14,-7.30719,-3.10233,5.81596
KCBW,2010-10-04 07:00:00+00,2,14,0,0,0
KGYX,2010-10-04 07:00:00+00,1,14,-8.37291,-4.80275,78.68140
KGYX,2010-10-04 07:00:00+00,2,14,0,0,0
KBOX,2010-10-04 07:20:00+00,1,14,0,0,0
KBOX,2010-10-04 07:20:00+00,2,14,-3.84763,-4.30379,16.10758
KCXX,2010-10-04 07:20:00+00,1,14,-2.05171,-7.69008,7.08483
KCXX,2010-10-04 07:20:00+00,2,14,-2.22187,-9.63723,1.68918
KDIX,2010-10-04 07:20:00+00,1,14,-3.56926,-7.41448,37.12767
KDIX,2010-10-04 07:20:00+00,2,14,-6.79304,-3.88301,76.26627
KENX,2010-10-04 07:20:00+00,1,14,-1.48762,-6.48104,1.20287
KENX,2010-10-04 07:20:00+00,2,14,0,0,0
KOKX,2010-10-04 07:20:00+00,1,14,0,0,0
KOKX,2010-10-04 07:20:00+00,2,14,0,0,0
KTYX,2010-10-04 07:20:00+00,1,14,0.00829,-0.30124,2.17601
KTYX,2010-10-04 07:20:00+00,2,14,0,0,0
KBGM,2010-10-04 07:40:00+00,1,14,1.29091,-4.81263,3.23582
KBGM,2010-10-04 07:40:00+00,2,14,0,0,0
KBUF,2010-10-04 07:40:00+00,1,14,-2.22691,-1.08712,3.44648
KBUF,2010-10-04 07:40:00+00,2,14,0,0,0
KCCX,2010-10-04 07:40:00+00,1,14,0,0,0
KCCX,2010-10-04 07:40:00+00,2,14,0,0,0
KDOX,2010-10-04 07:40:00+00,1,14,0,0,0
KDOX,2010-10-04 07:40:00+00,2,14,0,0,0
KLWX,2010-10-04 07:40:00+00,1,14,0,0,0
KLWX,2010-10-04 07:40:00+00,2,14,0,0,0
KCBW,2010-10-04 08:00:00+00,1,14,-5.86782,-4.20999,5.00774
KCBW,2010-10-04 08:00:00+00,2,14,0,0,0
KGYX,2010-10-04 08:00:00+00,1,14,-7.66516,-6.93985,30.28315
KGYX,2010-10-04 08:00:00+00,2,14,0,0,0
KBOX,2010-10-04 08:20:00+00,1,14,0,0,0
KBOX,2010-10-04 08:20:00+00,2,14,-6.91072,-6.93153,923.98879
KCXX,2010-10-04 08:20:00+00,1,14,-1.32934,-7.48107,2.15017
KCXX,2010-10-04 08:20:00+00,2,14,0,0,0
KDIX,2010-10-04 08:20:00+00,1,14,0,0,0
KDIX,2010-10-04 08:20:00+00,2,14,-8.45856,-3.74036,1.33702
KENX,2010-10-04 08:20:00+00,1,14,-2.02209,-7.61695,4.79564
KENX,2010-10-04 08:20:00+00,2,14,0,0,0
KOKX,2010-10-04 08:20:00+00,1,14,0,0,0
KOKX,2010-10-04 08:20:00+00,2,14,-3.57048,-3.15566,14.94954
KTYX,2010-10-04 08:20:00+00,1,14,0,0,0
KTYX,2010-10-04 08:20:00+00,2,14,0,0,0
KBGM,2010-10-04 08:40:00+00,1,14,0,0,0
KBGM,2010-10-04 08:40:00+00,2,14,0,0,0
KBUF,2010-10-04 08:40:00+00,1,14,-2.25693,-1.69401,1.56173
KBUF,2010-10-04 08:40:00+00,2,14,0,0,0
KCCX,2010-10-04 08:40:00+00,1,14,0,0,0
KCCX,2010-10-04 08:40:00+00,2,14,0,0,0
KDOX,2010-10-04 08:40:00+00,1,14,0,0,0
KDOX,2010-10-04 08:40:00+00,2,14,0,0,0
KLWX,2010-10-04 08:40:00+00,1,14,0,0,0
KLWX,2010-10-04 08:40:00+00,2,14,0,0,0
KCBW,2010-10-04 09:00:00+00,1,14,-6.49002,-4.20952,3.61296
KCBW,2010-10-04 09:00:00+00,2,14,0,0,0
KBGM,2010-10-04 09:20:00+00,1,14,0,0,0
KBGM,2010-10-04 09:20:00+00,2,14,0,0,0
KBOX,2010-10-04 09:20:00+00,1,14,0,0,0
KBOX,2010-10-04 09:20:00+00,2,14,0,0,0
KCXX,2010-10-04 09:20:00+00,1,14,0,0,0
KCXX,2010-10-04 09:20:00+00,2,14,0,0,0
KDIX,2010-10-04 09:20:00+00,1,14,-4.82305,-8.09598,1.53103
KDIX,2010-10-04 09:20:00+00,2,14,0,0,0
KDOX,2010-10-04 09:20:00+00,1,14,0,0,0
KDOX,2010-10-04 09:20:00+00,2,14,0,0,0
KENX,2010-10-04 09:20:00+00,1,14,0,0,0
KENX,2010-10-04 09:20:00+00,2,14,-5.69285,-4.75076,4.65246
KGYX,2010-10-04 09:20:00+00,1,14,-6.17891,-6.08481,15.09833
KGYX,2010-10-04 09:20:00+00,2,14,0,0,0
KOKX,2010-10-04 09:20:00+00,1,14,0,0,0
KOKX,2010-10-04 09:20:00+00,2,14,-2.44598,-2.11191,28.22135
KTYX,2010-10-04 09:20:00+00,1,14,0,0,0
KTYX,2010-10-04 09:20:00+00,2,14,0,0,0
KBUF,2010-10-04 09:40:00+00,1,14,0,0,0
KBUF,2010-10-04 09:40:00+00,2,14,0,0,0
KCCX,2010-10-04 09:40:00+00,1,14,0,0,0
KCCX,2010-10-04 09:40:00+00,2,14,0,0,0
KLWX,2010-10-04 09:40:00+00,1,14,0,0,0
KLWX,2010-10-04 09:40:00+00,2,14,0,0,0
KCBW,2010-10-04 10:00:00+00,1,14,0,0,0
KCBW,2010-10-04 10:00:00+00,2,14,0,0,0
KGYX,2010-10-04 10:00:00+00,1,14,0,0,0
KGYX,2010-10-04 10:00:00+00,2,14,0,0,0
KBOX,2010-10-04 10:20:00+00,1,14,0,0,0
KBOX,2010-10-04 10:20:00+00,2,14,-1.41584,-1.34854,2.54946
KCXX,2010-10-04 10:20:00+00,1,14,0,0,0
KCXX,2010-10-04 10:20:00+00,2,14,0,0,0
KDIX,2010-10-04 10:20:00+00,1,14,0,0,0
KDIX,2010-10-04 10:20:00+00,2,14,0,0,0
KENX,2010-10-04 10:20:00+00,1,14,0,0,0
KENX,2010-10-04 10:20:00+00,2,14,-5.24900,-7.26125,2.35004
KOKX,2010-10-04 10:20:00+00,1,14,-5.69611,-4.81714,1.23540
KOKX,2010-10-04 10:20:00+00,2,14,0,0,0
KTYX,2010-10-04 10:20:00+00,1,14,0,0,0
KTYX,2010-10-04 10:20:00+00,2,14,0,0,0
KBGM,2010-10-04 10:40:00+00,1,14,-1.83247,-3.31239,115.02382
KBGM,2010-10-04 10:40:00+00,2,14,-1.76081,-1.63472,15.72612
KBUF,2010-10-04 10:40:00+00,1,14,0,0,0
KBUF,2010-10-04 10:40:00+00,2,14,0,0,0
KCCX,2010-10-04 10:40:00+00,1,14,0,0,0
KCCX,2010-10-04 10:40:00+00,2,14,0,0,0
KDOX,2010-10-04 10:40:00+00,1,14,0,0,0
KDOX,2010-10-04 10:40:00+00,2,14,0,0,0
KLWX,2010-10-04 10:40:00+00,1,14,0,0,0
KLWX,2010-10-04 10:40:00+00,2,14,0,0,0
KCBW,2010-10-04 22:00:00+00,1,14,0,0,0
KCBW,2010-10-04 22:00:00+00,2,14,0,0,0
KGYX,2010-10-04 22:00:00+00,1,14,0,0,0
KGYX,2010-10-04 22:00:00+00,2,14,0,0,0
KBGM,2010-10-04 22:20:00+00,1,14,0,0,0
KBGM,2010-10-04 22:20:00+00,2,14,0,0,0
KBOX,2010-10-04 22:20:00+00,1,14,0,0,0
KBOX,2010-10-04 22:20:00+00,2,14,0,0,0
KCXX,2010-10-04 22:20:00+00,1,14,0,0,0
KCXX,2010-10-04 22:20:00+00,2,14,0,0,0
KDIX,2010-10-04 22:20:00+00,1,14,-2.26190,-11.42994,12.39216
KDIX,2010-10-04 22:20:00+00,2,14,0,0,0
KENX,2010-10-04 22:20:00+00,1,14,2.88649,-5.38197,1.00339
KENX,2010-10-04 22:20:00+00,2,14,0,0,0
KOKX,2010-10-04 22:20:00+00,1,14,0,0,0
KOKX,2010-10-04 22:20:00+00,2,14,0,0,0
KBUF,2010-10-04 22:40:00+00,1,14,0,0,0
KBUF,2010-10-04 22:40:00+00,2,14,0,0,0
KCCX,2010-10-04 22:40:00+00,1,14,0,0,0
KCCX,2010-10-04 22:40:00+00,2,14,0,0,0
KDOX,2010-10-04 22:40:00+00,1,14,0,0,0
KDOX,2010-10-04 22:40:00+00,2,14,0,0,0
KLWX,2010-10-04 22:40:00+00,1,14,0,0,0
KLWX,2010-10-04 22:40:00+00,2,14,0,0,0
KTYX,2010-10-04 22:40:00+00,1,14,0,0,0
KTYX,2010-10-04 22:40:00+00,2,14,0,0,0
KBOX,2010-10-04 23:00:00+00,1,14,0,0,0
KBOX,2010-10-04 23:00:00+00,2,14,0,0,0
KCBW,2010-10-04 23:00:00+00,1,14,0,0,0
KCBW,2010-10-04 23:00:00+00,2,14,0,0,0
KGYX,2010-10-04 23:00:00+00,1,14,0,0,0
KGYX,2010-10-04 23:00:00+00,2,14,0,0,0
KCXX,2010-10-04 23:20:00+00,1,14,0,0,0
KCXX,2010-10-04 23:20:00+00,2,14,0,0,0
KDIX,2010-10-04 23:20:00+00,1,14,-2.05303,-11.55445,4.55821
KDIX,2010-10-04 23:20:00+00,2,14,0,0,0
KDOX,2010-10-04 23:20:00+00,1,14,0,0,0
KDOX,2010-10-04 23:20:00+00,2,14,0,0,0
KENX,2010-10-04 23:20:00+00,1,14,0,0,0
KENX,2010-10-04 23:20:00+00,2,14,0,0,0
KOKX,2010-10-04 23:20:00+00,1,14,0,0,0
KOKX,2010-10-04 23:20:00+00,2,14,0,0,0
KTYX,2010-10-04 23:20:00+00,1,14,1.31427,0.19586,2.99682
KTYX,2010-10-04 23:20:00+00,2,14,-1.53026,-4.12725,8.03627
KBGM,2010-10-04 23:40:00+00,1,14,0,0,0
KBGM,2010-10-04 23:40:00+00,2,14,0,0,0
KBUF,2010-10-04 23:40:00+00,1,14,0,0,0
KBUF,2010-10-04 23:40:00+00,2,14,0,0,0
KCCX,2010-10-04 23:40:00+00,1,14,0,0,0
KCCX,2010-10-04 23:40:00+00,2,14,0,0,0
KLWX,2010-10-04 23:40:00+00,1,14,0,0,0
KLWX,2010-10-04 23:40:00+00,2,14,0,0,0
KCBW,2010-10-05 00:00:00+00,1,14,-5.92880,-6.20614,1.08630
KCBW,2010-10-05 00:00:00+00,2,14,0,0,0
KGYX,2010-10-05 00:00:00+00,1,14,-3.60599,-2.92971,13.55947
KGYX,2010-10-05 00:00:00+00,2,14,0,0,0
KBOX,2010-10-05 00:20:00+00,1,14,0,0,0
KBOX,2010-10-05 00:20:00+00,2,14,0,0,0
KCXX,2010-10-05 00:20:00+00,1,14,0,0,0
KCXX,2010-10-05 00:20:00+00,2,14,0,0,0
KDIX,2010-10-05 00:20:00+00,1,14,-1.55554,-11.23444,1.98396
KDIX,2010-10-05 00:20:00+00,2,14,0,0,0
KDOX,2010-10-05 00:20:00+00,1,14,0,0,0
KDOX,2010-10-05 00:20:00+00,2,14,0,0,0
KENX,2010-10-05 00:20:00+00,1,14,0,0,0
KENX,2010-10-05 00:20:00+00,2,14,0,0,0
KOKX,2010-10-05 00:20:00+00,1,14,0,0,0
KOKX,2010-10-05 00:20:00+00,2,14,0,0,0
KTYX,2010-10-05 00:20:00+00,1,14,0,0,0
KTYX,2010-10-05 00:20:00+00,2,14,0,0,0
KBGM,2010-10-05 00:40:00+00,1,14,0,0,0
KBGM,2010-10-05 00:40:00+00,2,14,0,0,0
KBUF,2010-10-05 00:40:00+00,1,14,0,0,0
KBUF,2010-10-05 00:40:00+00,2,14,0,0,0
KCCX,2010-10-05 00:40:00+00,1,14,0,0,0
KCCX,2010-10-05 00:40:00+00,2,14,0,0,0
KLWX,2010-10-05 00:40:00+00,1,14,-0.78761,-5.42649,2.51560
KLWX,2010-10-05 00:40:00+00,2,14,0,0,0
KCBW,2010-10-05 01:00:00+00,1,14,-5.45474,-6.49701,4.25829
KCBW,2010-10-05 01:00:00+00,2,14,0,0,0
KGYX,2010-10-05 01:00:00+00,1,14,-3.35999,-2.98560,32.91554
KGYX,2010-10-05 01:00:00+00,2,14,0,0,0
KBGM,2010-10-05 01:20:00+00,1,14,0,0,0
KBGM,2010-10-05 01:20:00+00,2,14,0,0,0
KBOX,2010-10-05 01:20:00+00,1,14,0,0,0
KBOX,2010-10-05 01:20:00+00,2,14,0,0,0
KCXX,2010-10-05 01:20:00+00,1,14,-2.35577,-3.33451,1.67499
KCXX,2010-10-05 01:20:00+00,2,14,0,0,0
KDIX,2010-10-05 01:20:00+00,1,14,-2.67506,-9.90577,32.17159
KDIX,2010-10-05 01:20:00+00,2,14,0,0,0
KENX,2010-10-05 01:20:00+00,1,14,-0.76385,-6.67659,24.11945
KENX,2010-10-05 01:20:00+00,2,14,0,0,0
KOKX,2010-10-05 01:20:00+00,1,14,0,0,0
KOKX,2010-10-05 01:20:00+00,2,14,0,0,0
KTYX,2010-10-05 01:20:00+00,1,14,0,0,0
KTYX,2010-10-05 01:20:00+00,2,14,0,0,0
KBUF,2010-10-05 01:40:00+00,1,14,0,0,0
KBUF,2010-10-05 01:40:00+00,2,14,0,0,0
KCCX,2010-10-05 01:40:00+00,1,14,0,0,0
KCCX,2010-10-05 01:40:00+00,2,14,0,0,0
KDOX,2010-10-05 01:40:00+00,1,14,0,0,0
KDOX,2010-10-05 01:40:00+00,2,14,0,0,0
KLWX,2010-10-05 01:40:00+00,1,14,-3.01434,-8.47249,11.42477
KLWX,2010-10-05 01:40:00+00,2,14,0,0,0
KBOX,2010-10-05 02:00:00+00,1,14,0,0,0
KBOX,2010-10-05 02:00:00+00,2,14,0,0,0
KCBW,2010-10-05 02:00:00+00,1,14,-7.09445,-5.90061,8.80492
KCBW,2010-10-05 02:00:00+00,2,14,0,0,0
KGYX,2010-10-05 02:00:00+00,1,14,-6.19446,-3.74619,37.62075
KGYX,2010-10-05 02:00:00+00,2,14,0,0,0
KCXX,2010-10-05 02:20:00+00,1,14,-3.23867,-4.02740,8.48905
KCXX,2010-10-05 02:20:00+00,2,14,0,0,0
KDIX,2010-10-05 02:20:00+00,1,14,-2.51187,-9.98269,20.78560
KDIX,2010-10-05 02:20:00+00,2,14,0,0,0
KENX,2010-10-05 02:20:00+00,1,14,0,0,0
KENX,2010-10-05 02:20:00+00,2,14,0,0,0
KOKX,2010-10-05 02:20:00+00,1,14,0,0,0
KOKX,2010-10-05 02:20:00+00,2,14,0,0,0
KTYX,2010-10-05 02:20:00+00,1,14,0,0,0
KTYX,2010-10-05 02:20:00+00,2,14,0,0,0
KBGM,2010-10-05 02:40:00+00,1,14,0,0,0
KBGM,2010-10-05 02:40:00+00,2,14,0,0,0
KBUF,2010-10-05 02:40:00+00,1,14,0,0,0
KBUF,2010-10-05 02:40:00+00,2,14,0,0,0
KCCX,2010-10-05 02:40:00+00,1,14,0,0,0
KCCX,2010-10-05 02:40:00+00,2,14,0,0,0
KDOX,2010-10-05 02:40:00+00,1,14,0,0,0
KDOX,2010-10-05 02:40:00+00,2,14,0,0,0
KLWX,2010-10-05 02:40:00+00,1,14,-4.54026,-8.36884,9.25741
KLWX,2010-10-05 02:40:00+00,2,14,0,0,0
KCBW,2010-10-05 03:00:00+00,1,14,-6.64246,-6.39440,11.10666
KCBW,2010-10-05 03:00:00+00,2,14,0,0,0
KGYX,2010-10-05 03:00:00+00,1,14,-5.48184,-3.95181,16.55498
KGYX,2010-10-05 03:00:00+00,2,14,0,0,0
KBOX,2010-10-05 03:20:00+00,1,14,0,0,0
KBOX,2010-10-05 03:20:00+00,2,14,0,0,0
KCXX,2010-10-05 03:20:00+00,1,14,-3.53119,-4.98457,10.31990
KCXX,2010-10-05 03:20:00+00,2,14,-6.08925,-4.43161,2.55772
KDIX,2010-10-05 03:20:00+00,1,14,-2.08498,-9.01502,5.44944
KDIX,2010-10-05 03:20:00+00,2,14,0,0,0
KENX,2010-10-05 03:20:00+00,1,14,0,0,0
KENX,2010-10-05 03:20:00+00,2,14,0,0,0
KOKX,2010-10-05 03:20:00+00,1,14,0,0,0
KOKX,2010-10-05 03:20:00+00,2,14,0,0,0
KTYX,2010-10-05 03:20:00+00,1,14,0,0,0
KTYX,2010-10-05 03:20:00+00,2,14,0,0,0
KBGM,2010-10-05 03:40:00+00,1,14,0,0,0
KBGM,2010-10-05 03:40:00+00,2,14,0,0,0
KBUF,2010-10-05 03:40:00+00,1,14,0,0,0
KBUF,2010-10-05 03:40:00+00,2,14,0,0,0
KCCX,2010-10-05 03:40:00+00,1,14,0,0,0
KCCX,2010-10-05 03:40:00+00,2,14,0,0,0
KDOX,2010-10-05 03:40:00+00,1,14,0,0,0
KDOX,2010-10-05 03:40:00+00,2,14,0,0,0
KLWX,2010-10-05 03:40:00+00,1,14,-4.43001,-7.78491,4.68114
KLWX,2010-10-05 03:40:00+00,2,14,0,0,0
KBOX,2010-10-05 04:00:00+00,1,14,0,0,0
KBOX,2010-10-05 04:00:00+00,2,14,0,0,0
KCBW,2010-10-05 04:00:00+00,1,14,-6.39451,-6.39865,11.41737
KCBW,2010-10-05 04:00:00+00,2,14,0,0,0
KGYX,2010-10-05 04:00:00+00,1,14,-4.84699,-3.92155,11.73014
KGYX,2010-10-05 04:00:00+00,2,14,0,0,0
KBGM,2010-10-05 04:20:00+00,1,14,0,0,0
KBGM,2010-10-05 04:20:00+00,2,14,0,0,0
KCXX,2010-10-05 04:20:00+00,1,14,-2.64642,-5.13226,7.21277
KCXX,2010-10-05 04:20:00+00,2,14,-5.57243,-3.90883,1.06006
KDIX,2010-10-05 04:20:00+00,1,14,-4.07302,-10.27379,5.29747
KDIX,2010-10-05 04:20:00+00,2,14,0,0,0
KDOX,2010-10-05 04:20:00+00,1,14,0,0,0
KDOX,2010-10-05 04:20:00+00,2,14,0,0,0
KENX,2010-10-05 04:20:00+00,1,14,0,0,0
KENX,2010-10-05 04:20:00+00,2,14,0,0,0
KOKX,2010-10-05 04:20:00+00,1,14,0,0,0
KOKX,2010-10-05 04:20:00+00,2,14,0,0,0
KTYX,2010-10-05 04:20:00+00,1,14,0,0,0
KTYX,2010-10-05 04:20:00+00,2,14,0,0,0
KBUF,2010-10-05 04:40:00+00,1,14,0,0,0
KBUF,2010-10-05 04:40:00+00,2,14,0,0,0
KCCX,2010-10-05 04:40:00+00,1,14,0,0,0
KCCX,2010-10-05 04:40:00+00,2,14,0,0,0
KLWX,2010-10-05 04:40:00+00,1,14,0,0,0
KLWX,2010-10-05 04:40:00+00,2,14,0,0,0
KCBW,2010-10-05 05:00:00+00,1,14,-7.67061,-4.59413,8.68480
KCBW,2010-10-05 05:00:00+00,2,14,0,0,0
KGYX,2010-10-05 05:00:00+00,1,14,-6.15056,-3.68573,13.86197
KGYX,2010-10-05 05:00:00+00,2,14,0,0,0
KBOX,2010-10-05 05:20:00+00,1,14,0,0,0
KBOX,2010-10-05 05:20:00+00,2,14,0,0,0
KCXX,2010-10-05 05:20:00+00,1,14,-1.59366,-6.53244,12.36824
KCXX,2010-10-05 05:20:00+00,2,14,-4.80895,-1.44010,1.12667
KDIX,2010-10-05 05:20:00+00,1,14,-3.82746,-10.30938,4.68022
KDIX,2010-10-05 05:20:00+00,2,14,0,0,0
KDOX,2010-10-05 05:20:00+00,1,14,0,0,0
KDOX,2010-10-05 05:20:00+00,2,14,0,0,0
KENX,2010-10-05 05:20:00+00,1,14,0,0,0
KENX,2010-10-05 05:20:00+00,2,14,0,0,0
KOKX,2010-10-05 05:20:00+00,1,14,0,0,0
KOKX,2010-10-05 05:20:00+00,2,14,0,0,0
KTYX,2010-10-05 05:20:00+00,1,14,0,0,0
KTYX,2010-10-05 05:20:00+00,2,14,0,0,0
KBGM,2010-10-05 05:40:00+00,1,14,0,0,0
KBGM,2010-10-05 05:40:00+00,2,14,0,0,0
KBUF,2010-10-05 05:40:00+00,1,14,0,0,0
KBUF,2010-10-05 05:40:00+00,2,14,0,0,0
KCCX,2010-10-05 05:40:00+00,1,14,0,0,0
KCCX,2010-10-05 05:40:00+00,2,14,0,0,0
KLWX,2010-10-05 05:40:00+00,1,14,0,0,0
KLWX,2010-10-05 05:40:00+00,2,14,0,0,0
KBOX,2010-10-05 06:00:00+00,1,14,0,0,0
KBOX,2010-10-05 06:00:00+00,2,14,0,0,0
KCBW,2010-10-05 06:00:00+00,1,14,-8.37124,-4.78848,5.36206
KCBW,2010-10-05 06:00:00+00,2,14,0,0,0
KGYX,2010-10-05 06:00:00+00,1,14,-5.64589,-4.05688,9.31902
KGYX,2010-10-05 06:00:00+00,2,14,0,0,0
KCXX,2010-10-05 06:20:00+00,1,14,-0.82604,-7.53339,11.05119
KCXX,2010-10-05 06:20:00+00,2,14,0,0,0
KDIX,2010-10-05 06:20:00+00,1,14,-3.88145,-10.29774,2.12102
KDIX,2010-10-05 06:20:00+00,2,14,0,0,0
KENX,2010-10-05 06:20:00+00,1,14,0,0,0
KENX,2010-10-05 06:20:00+00,2,14,0,0,0
KOKX,2010-10-05 06:20:00+00,1,14,0,0,0
KOKX,2010-10-05 06:20:00+00,2,14,0,0,0
KTYX,2010-10-05 06:20:00+00,1,14,0,0,0
KTYX,2010-10-05 06:20:00+00,2,14,0,0,0
KBGM,2010-10-05 06:40:00+00,1,14,0,0,0
KBGM,2010-10-05 06:40:00+00,2,14,0,0,0
KBUF,2010-10-05 06:40:00+00,1,14,0,0,0
KBUF,2010-10-05 06:40:00+00,2,14,0,0,0
KCCX,2010-10-05 06:40:00+00,1,14,0,0,0
KCCX,2010-10-05 06:40:00+00,2,14,0,0,0
KDOX,2010-10-05 06:40:00+00,1,14,0,0,0
KDOX,2010-10-05 06:40:00+00,2,14,0,0,0
KLWX,2010-10-05 06:40:00+00,1,14,0,0,0
KLWX,2010-10-05 06:40:00+00,2,14,0,0,0
KCBW,2010-10-05 07:00:00+00,1,14,-8.89861,-4.72067,2.37005
KCBW,2010-10-05 07:00:00+00,2,14,0,0,0
KGYX,2010-10-05 07:00:00+00,1,14,-5.20469,-4.27209,10.27272
KGYX,2010-10-05 07:00:00+00,2,14,0,0,0
KBGM,2010-10-05 07:20:00+00,1,14,0,0,0
KBGM,2010-10-05 07:20:00+00,2,14,0,0,0
KBOX,2010-10-05 07:20:00+00,1,14,0,0,0
KBOX,2010-10-05 07:20:00+00,2,14,0,0,0
KCXX,2010-10-05 07:20:00+00,1,14,-2.14603,-8.05064,5.58459
KCXX,2010-10-05 07:20:00+00,2,14,0,0,0
KDIX,2010-10-05 07:20:00+00,1,14,-7.87774,-7.29353,1.13099
KDIX,2010-10-05 07:20:00+00,2,14,0,0,0
KENX,2010-10-05 07:20:00+00,1,14,0,0,0
KENX,2010-10-05 07:20:00+00,2,14,0,0,0
KOKX,2010-10-05 07:20:00+00,1,14,0,0,0
KOKX,2010-10-05 07:20:00+00,2,14,0,0,0
KTYX,2010-10-05 07:20:00+00,1,14,0,0,0
KTYX,2010-10-05 07:20:00+00,2,14,0,0,0
KBUF,2010-10-05 07:40:00+00,1,14,0,0,0
KBUF,2010-10-05 07:40:00+00,2,14,0,0,0
KCCX,2010-10-05 07:40:00+00,1,14,0,0,0
KCCX,2010-10-05 07:40:00+00,2,14,0,0,0
KDOX,2010-10-05 07:40:00+00,1,14,0,0,0
KDOX,2010-10-05 07:40:00+00,2,14,0,0,0
KLWX,2010-10-05 07:40:00+00,1,14,0,0,0
KLWX,2010-10-05 07:40:00+00,2,14,0,0,0
KCBW,2010-10-05 08:00:00+00,1,14,0,0,0
KCBW,2010-10-05 08:00:00+00,2,14,0,0,0
KGYX,2010-10-05 08:00:00+00,1,14,-5.65469,-3.11596,6.73935
KGYX,2010-10-05 08:00:00+00,2,14,0,0,0
KBOX,2010-10-05 08:20:00+00,1,14,0,0,0
KBOX,2010-10-05 08:20:00+00,2,14,0,0,0
KCXX,2010-10-05 08:20:00+00,1,14,-3.49122,-6.63189,1.31983
KCXX,2010-10-05 08:20:00+00,2,14,0,0,0
KDIX,2010-10-05 08:20:00+00,1,14,-7.51960,-7.52555,1.69052
KDIX,2010-10-05 08:20:00+00,2,14,0,0,0
KENX,2010-10-05 08:20:00+00,1,14,0,0,0
KENX,2010-10-05 08:20:00+00,2,14,0,0,0
KOKX,2010-10-05 08:20:00+00,1,14,0,0,0
KOKX,2010-10-05 08:20:00+00,2,14,0,0,0
KTYX,2010-10-05 08:20:00+00,1,14,0,0,0
KTYX,2010-10-05 08:20:00+00,2,14,0,0,0
KBGM,2010-10-05 08:40:00+00,1,14,0,0,0
KBGM,2010-10-05 08:40:00+00,2,14,0,0,0
KBUF,2010-10-05 08:40:00+00,1,14,0,0,0
KBUF,2010-10-05 08:40:00+00,2,14,0,0,0
KCCX,2010-10-05 08:40:00+00,1,14,0,0,0
KCCX,2010-10-05 08:40:00+00,2,14,0,0,0
KDOX,2010-10-05 08:40:00+00,1,14,0,0,0
KDOX,2010-10-05 08:40:00+00,2,14,0,0,0
KLWX,2010-10-05 08:40:00+00,1,14,0,0,0
KLWX,2010-10-05 08:40:00+00,2,14,0,0,0
KBOX,2010-10-05 09:00:00+00,1,14,0,0,0
KBOX,2010-10-05 09:00:00+00,2,14,0,0,0
KCBW,2010-10-05 09:00:00+00,1,14,0,0,0
KCBW,2010-10-05 09:00:00+00,2,14,0,0,0
KGYX,2010-10-05 09:00:00+00,1,14,-5.88301,-2.67042,4.83986
KGYX,2010-10-05 09:00:00+00,2,14,0,0,0
KCXX,2010-10-05 09:20:00+00,1,14,0,0,0
KCXX,2010-10-05 09:20:00+00,2,14,0,0,0
KDIX,2010-10-05 09:20:00+00,1,14,-6.99601,-8.07319,1.17736
KDIX,2010-10-05 09:20:00+00,2,14,0,0,0
KENX,2010-10-05 09:20:00+00,1,14,0,0,0
KENX,2010-10-05 09:20:00+00,2,14,0,0,0
KOKX,2010-10-05 09:20:00+00,1,14,0,0,0
KOKX,2010-10-05 09:20:00+00,2,14,0,0,0
KTYX,2010-10-05 09:20:00+00,1,14,0,0,0
KTYX,2010-10-05 09:20:00+00,2,14,0,0,0
KBGM,2010-10-05 09:40:00+00,1,14,0,0,0
KBGM,2010-10-05 09:40:00+00,2,14,0,0,0
KBUF,2010-10-05 09:40:00+00,1,14,0,0,0
KBUF,2010-10-05 09:40:00+00,2,14,0,0,0
KCCX,2010-10-05 09:40:00+00,1,14,0,0,0
KCCX,2010-10-05 09:40:00+00,2,14,0,0,0
KDOX,2010-10-05 09:40:00+00,1,14,0,0,0
KDOX,2010-10-05 09:40:00+00,2,14,0,0,0
KLWX,2010-10-05 09:40:00+00,1,14,0,0,0
KLWX,2010-10-05 09:40:00+00,2,14,0,0,0
KCBW,2010-10-05 10:00:00+00,1,14,0,0,0
KCBW,2010-10-05 10:00:00+00,2,14,0,0,0
KGYX,2010-10-05 10:00:00+00,1,14,0,0,0
KGYX,2010-10-05 10:00:00+00,2,14,0,0,0
KBGM,2010-10-05 10:20:00+00,1,14,0,0,0
KBGM,2010-10-05 10:20:00+00,2,14,0,0,0
KBOX,2010-10-05 10:20:00+00,1,14,0,0,0
KBOX,2010-10-05 10:20:00+00,2,14,0,0,0
KCXX,2010-10-05 10:20:00+00,1,14,0,0,0
KCXX,2010-10-05 10:20:00+00,2,14,0,0,0
